*,AA,KK,QQ,JJ,TT,99,88,AKs,77,AQs,AJs,AKo,ATs,AQo,AJo,KQs,66,A9s,ATo,KJs,A8s,KTs,KQo,A7s,A9o,KJo,55,QJs,K9s,A5s,A6s,A8o,KTo,QTs,A4s,A7o,K8s,A3s,QJo,K9o,A5o,A6o,Q9s,K7s,JTs,A2s,QTo,44,A4o,K6s,K8o,Q8s,A3o,K5s,J9s,Q9o,JTo,K7o,A2o,K4s,Q7s,K6o,K3s,T9s,J8s,33,Q6s,Q8o,K5o,J9o,K2s,Q5s,T8s,K4o,J7s,Q4s,Q7o,T9o,J8o,K3o,Q6o,Q3s,98s,T7s,J6s,K2o,22,Q2s,Q5o,J5s,T8o,J7o,Q4o,97s,J4s,T6s,J3s,Q3o,98o,87s,T7o,J6o,96s,J2s,Q2o,T5s,J5o,T4s,97o,86s,J4o,T6o,95s,T3s,76s,J3o,87o,T2s,85s,96o,J2o,T5o,94s,75s,T4o,93s,86o,65s,84s,95o,T3o,92s,76o,74s,T2o,54s,85o,64s,83s,94o,75o,82s,73s,93o,65o,53s,63s,84o,92o,43s,74o,72s,54o,64o,52s,62s,83o,42s,82o,73o,53o,63o,32s,43o,72o,52o,62o,42o,32o
64o,-3.04542,-3.04595,-3.04658,-3.08671,-3.07212,-3.09529,-3.18974,-0.927171,-3.30815,-0.932356,-0.957754,-2.44729,-0.955298,-2.46445,-2.54691,-0.954172,-1.75499,-0.941401,-2.54183,-0.97957,-0.948028,-0.97712,-2.53607,-0.95463,-2.49602,-2.61854,-1.82955,-1.00082,-0.962976,-0.841937,-1.41665,-2.52798,-2.61346,-0.998367,-1.35159,-2.55937,-0.94108,-0.609114,-2.68841,-2.56687,-2.19655,-4.04549,-0.98387,-0.952891,-1.04696,-0.5594,-2.68332,-0.671258,-3.79582,-1.38477,-2.50578,-0.961726,-1.42181,-0.782063,-1.02883,-2.6356,-2.83918,-2.55438,-1.25223,-1.32153,-0.945015,-3.94716,-0.551678,-1.0581,-0.989104,-0.241838,-1.35362,-2.57374,-2.00226,-2.77982,-0.515155,-0.779391,-1.01541,-3.70285,-0.968922,-1.29216,-2.52928,-2.87772,-2.66092,-1.23549,-3.85101,-0.549005,-1.05837,-0.994246,-1.32434,-1.10894,-0.119684,-0.512483,-1.99439,-0.792841,-2.7492,-2.6051,-3.6121,-1.03103,-1.27736,-1.28708,-0.562456,-1.22762,-2.8872,-1.04687,-2.69021,-3.7615,-1.31542,-0.525933,-1.10107,-0.75596,-2.03865,-1.22165,-2.80856,-1.20573,-3.5691,-3.64813,-0.790769,-0.543375,-1.14123,-1.27185,-2.85845,-0.506852,-0.800093,-3.74587,-1.14532,-1.92206,-1.14796,-0.775957,-3.39651,-0.524368,-3.40681,-0.379262,-1.1249,-2.03404,-1.21325,-0.487845,-3.21344,-1.06313,-1.0867,0.575715,-2.06266,-0.0695777,-0.454794,-3.16412,-1.98198,-0.433219,-0.417621,-1.15194,-0.841796,0.317964,0.0530441,-3.10602,-1.02539,0.474575,-2.92223,-0.332826,2.34109,0.0270688,0.395118,0.101188,-0.940195,0.507717,-0.859248,-0.818914,1.55348,0.55406,0.570759,1.93058,-0.547211,1.80089,0.715796,2.04334,2.36293
52s,-2.93764,-2.80674,-2.80725,-2.80667,-2.84115,-2.82346,-2.83191,-0.83428,-2.84424,-0.839283,-0.844291,-2.04647,-0.868015,-2.06273,-2.07899,-0.851923,-2.92363,-0.834041,-2.15448,-0.856932,-0.84846,-0.880656,-2.09821,-0.862228,-2.04778,-2.11448,-1.57393,-0.87772,-0.843457,-1.3445,-0.850943,-2.09617,-2.18998,-0.901438,-0.732254,-2.13992,-0.830228,-0.712944,-2.18187,-2.07296,-3.85179,-2.1115,-0.863908,-0.84903,-0.921747,-1.26012,-2.25736,-1.53632,-1.72782,-0.854081,-2.03235,-0.850452,-1.66326,-1.22836,-0.880858,-2.13929,-2.32329,-2.09243,-3.58067,-0.661658,-0.841606,-2.11415,-0.642348,-0.920337,-0.867065,-1.45423,-0.851684,-2.09797,-3.46909,-2.19454,-1.14486,-1.19797,-0.887724,-1.50383,-0.857986,-0.659261,-2.06906,-2.31895,-2.15217,-1.43926,-2.10709,-0.639951,-0.900261,-0.877732,-0.840417,-3.20063,-0.524768,-1.1167,-3.37539,-1.16015,-2.21688,-2.12254,-1.49679,-0.88632,-0.653027,-0.856938,-0.633716,-1.43222,-2.2599,-0.897441,-2.18433,-2.0716,-0.864025,-1.0811,-3.11378,-1.11707,-3.25804,-0.659335,-2.2148,-0.868536,-1.47759,-2.12309,-1.0549,-0.640025,-0.86351,-1.41302,-2.25179,-1.05172,-0.966688,-2.14878,-3.00329,-3.12476,-0.606118,-0.932457,-1.49806,-0.604046,-2.16471,-0.766713,-0.618893,-2.93162,-1.43349,-0.973493,-2.14851,-0.601238,-2.91437,-0.180566,-2.65425,-0.528282,-0.548089,-1.3307,-2.54931,-0.88613,-0.530434,-1.32149,-2.02431,-0.138041,-0.457471,-1.37186,-2.669,0.00131801,-1.31559,-0.753073,-0.219972,-1.0825,0.0114943,-0.648356,-1.14558,0.528576,-2.39491,-1.08931,-0.0807862,-0.856221,0.534835,0.412984,-1.96932,0.254216,-1.64314,2.18553,2.20719
62s,-2.9688,-2.96929,-2.9698,-3.00658,-2.99329,-3.00614,-3.01943,-0.898816,-3.0318,-0.90384,-0.927631,-2.23903,-0.926008,-2.25534,-2.33106,-0.92527,-1.67401,-0.908022,-2.32848,-0.949067,-0.925491,-0.947437,-2.32472,-0.939302,-2.27258,-2.40044,-1.63457,-0.969919,-0.929224,-0.807354,-1.34845,-2.33073,-2.39786,-0.968289,-0.787985,-2.37462,-0.918961,-0.766254,-2.46805,-2.34125,-1.96049,-3.85236,-0.949737,-0.937814,-1.01408,-1.2484,-2.46545,-1.55314,-1.89606,-1.31728,-2.31014,-0.939247,-1.8237,-0.749608,-0.976068,-2.40778,-2.60991,-2.37039,-3.52988,-0.730238,-0.930367,-3.7563,-0.710869,-1.00573,-0.962238,-1.46788,-1.28679,-2.37596,-1.77558,-2.49048,-1.21946,-0.747204,-0.989116,-1.71114,-0.953131,-0.727834,-2.34696,-2.58831,-2.44798,-1.64637,-3.66232,-0.708464,-1.0165,-0.979087,-1.25778,-3.44071,-0.573671,-1.19121,-1.76849,-0.759723,-2.53697,-2.41826,-1.70407,-1.00251,-0.740354,-1.22163,-0.720984,-1.63931,-2.62574,-1.01394,-2.50432,-3.57379,-1.16015,-1.17594,-3.35362,-0.725196,-1.80867,-0.723118,-2.58051,-1.07661,-1.74423,-3.46443,-0.757503,-0.703748,-1.055,-1.67948,-2.6182,-1.12368,-0.773036,-3.27356,-3.30956,-1.70109,-0.686475,-0.754743,-1.69219,-0.683751,-3.01098,-0.302251,-0.702014,-1.80446,-1.62743,-1.06305,-2.94707,-0.68372,-3.14784,0.0547456,-1.85418,-0.187245,-0.630623,-1.57782,-1.79585,-0.978337,-0.612329,-1.56624,-0.60659,0.139622,-0.144101,-1.62754,-2.96023,0.147751,-1.56921,-0.843474,0.592068,-0.23252,0.681095,0.0115296,-1.3994,0.68765,-2.69488,-1.34107,0.861491,-0.0913559,0.695797,0.888867,-2.26358,2.69066,0.254998,2.71318,2.74118
83o,-3.49156,-3.50464,-3.49353,-3.51471,-3.53885,-3.55814,-2.00548,-1.16558,-2.03197,-1.16312,-1.17798,-3.20865,-1.19608,-3.20356,-3.25469,-1.19487,-1.97345,-1.18068,-3.31641,-1.1924,-1.68547,-1.20727,-3.30155,-0.984192,-3.26882,-3.29656,-1.9109,-1.22889,-1.19162,-1.02852,-0.968925,-4.90959,-3.34769,-1.24375,-1.00601,-2.62793,-1.64068,-1.59322,-3.41768,-3.29932,-2.7695,-2.57845,-1.22775,-0.984645,-1.29567,-0.769136,-3.46879,-1.81854,-2.69325,-0.984621,-4.76676,-1.62625,-4.57095,-0.986501,-1.27607,-3.4193,-3.63804,-2.62676,-1.91538,-0.963991,-0.95838,-2.6268,-1.56585,-1.32294,-1.60473,-0.806509,-0.976211,-4.72606,-2.6333,-3.57688,-0.716332,-0.978092,-1.5703,-2.55705,-1.01712,-0.955581,-2.54443,-3.72955,-4.66289,-4.48523,-2.60259,-1.53316,-1.51738,-1.07216,-0.963842,-1.74569,-0.342256,-0.707922,-2.60909,-0.982895,-4.55858,-2.73438,-2.53287,-1.10656,-0.960385,-1.01888,-1.51216,-4.38591,-4.39463,-0.770062,-2.9121,-2.56588,-1.05328,-0.712726,-1.72148,-0.967137,-2.6279,-0.9618,-3.02264,-0.597431,-2.55165,-2.74362,-1.00154,-1.47919,0.0310753,-4.32519,-2.07693,-0.714141,-0.440439,-2.85416,-1.74029,-2.5804,-0.927845,0.1173,-2.5597,-1.41648,-1.5215,0.0635407,-0.287204,-2.69094,-4.22674,-0.694926,0.65433,0.204884,-1.74831,0.0824329,-1.01617,0.151131,-0.069986,-2.45299,0.927994,0.0151652,0.931718,-4.03278,0.755339,0.749623,0.844841,-0.519403,-1.68916,0.777347,1.20886,0.566746,0.814678,1.03621,0.417632,0.50184,0.0271528,0.427376,0.446076,3.51143,2.92281,3.23075,0.681882,3.01443,2.38367,1.90613,2.17633,1.93907,2.61015
42s,-2.96603,-2.83553,-2.83603,-2.83545,-2.8327,-2.86266,-2.84066,-0.853109,-2.85295,-0.858096,-0.863089,-2.10787,-0.868076,-2.1241,-2.14031,-0.870698,-2.92732,-0.859477,-2.15652,-0.875691,-0.857858,-0.880678,-2.15947,-0.871591,-2.12797,-2.17568,-3.0487,-0.896416,-0.868865,-0.951762,-0.857351,-2.12537,-2.19188,-0.901403,-1.34949,-2.16898,-0.839688,-0.732504,-2.24285,-2.15305,-2.43011,-2.1311,-0.889253,-0.858426,-0.92165,-1.27969,-2.25906,-1.56185,-3.8688,-0.860474,-2.06176,-0.859844,-1.72705,-0.869409,-0.906151,-2.21918,-2.32479,-2.12164,-3.64596,-1.2337,-0.851025,-2.13373,-0.662124,-0.920244,-0.876406,-1.49909,-0.858084,-2.12716,-2.16986,-2.27428,-1.16479,-0.867019,-0.887731,-3.48728,-0.867355,-1.2034,-2.09834,-2.32048,-2.18119,-1.50373,-2.1267,-0.659734,-0.910105,-0.877763,-0.846857,-3.26708,-0.548906,-1.1367,-2.16284,-0.860804,-2.21862,-2.15166,-3.39386,-0.896208,-1.1657,-0.857039,-0.653519,-1.49671,-2.28831,-0.892571,-2.18616,-2.09132,-0.857986,-1.10121,-3.18052,-0.843422,-2.1437,-1.11388,-2.24335,-0.847756,-3.27687,-2.12509,-0.841155,-0.641149,-0.845409,-1.47759,-2.23488,-1.05161,-0.828846,-2.1268,-3.07035,-2.08879,-1.04488,-0.81391,-3.11499,-0.628706,-2.09733,-0.755245,-0.956064,-2.08021,-1.43892,-0.996278,-2.08965,-0.915642,-2.91531,-0.583902,-2.04413,-0.733097,-0.556278,-2.89824,-1.99647,-0.891447,-0.538316,-1.39941,-1.80935,-0.332474,-0.463817,-2.6189,-2.7428,-0.137638,-2.49435,-0.75879,-1.44108,-1.91437,-0.496403,-0.652889,-1.17087,0.0114591,-2.41139,-1.11359,-0.456458,-0.875862,0.189861,-0.0804293,-1.9871,-1.16018,-1.65677,0.253439,1.07558
82o,-3.48137,-3.49441,-3.48334,-3.50445,-3.52851,-3.54775,-1.99946,-1.1654,-2.06515,-1.16295,-1.17776,-3.20926,-1.1958,-3.20418,-3.25515,-1.19459,-1.97214,-1.18045,-3.31668,-1.19214,-1.68857,-1.20695,-3.30187,-0.992625,-3.26923,-3.29691,-1.9045,-1.22852,-1.19136,-1.01273,-0.956232,-4.91989,-3.34788,-1.24333,-0.992724,-2.65641,-1.64366,-0.970283,-3.41763,-3.29966,-2.71918,-2.53786,-1.22738,-0.993077,-1.29508,-1.58888,-3.4686,-1.81242,-2.65112,-0.97256,-4.77674,-1.62902,-2.57466,-0.971205,-1.27554,-3.41925,-3.63733,-2.65524,-4.55697,-0.951202,-0.966892,-2.58866,-0.928761,-1.32226,-1.60731,-1.7154,-0.964176,-4.73541,-2.58458,-3.57633,-1.56158,-0.962821,-1.57274,-2.51653,-1.02545,-0.942818,-2.57316,-3.72856,-4.67165,-2.44007,-2.56455,-0.920377,-1.51973,-1.08032,-0.951845,-4.4715,-0.778705,-1.529,-2.56046,-0.96761,-4.56689,-2.76252,-2.4924,-1.11462,-0.947607,-1.00671,-0.92516,-2.41594,-4.40267,-0.771531,-2.93971,-2.52793,-1.04101,-1.50806,-4.37249,-0.951901,-2.57919,-0.949018,-3.04991,-0.599244,-2.51115,-2.70511,-0.986203,-0.926577,-0.0128693,-2.43469,-2.08219,-1.47519,-0.442552,-2.81531,-4.31198,-2.53184,-0.912736,0.0756752,-2.51915,-0.907415,-1.52783,0.0384656,-0.289596,-2.64204,-2.44269,-1.41268,0.512297,0.162988,-4.21383,0.0606404,-1.02348,0.125785,-0.242664,-2.40483,0.793077,-0.0700603,0.250685,-2.38372,0.672056,0.148356,0.213488,-0.52768,-4.02045,0.175994,1.07308,1.0214,0.741791,0.952056,0.836647,0.934787,-0.37509,0.844677,0.0270688,1.35469,1.02341,1.23367,0.872773,1.11478,3.80171,3.20451,3.52204,3.23207,3.32505
73o,-3.35872,-3.33109,-3.37239,-3.36014,-3.37891,-3.39815,-3.41663,-1.0843,-1.92117,-1.1097,-1.10725,-2.95115,-1.12206,-3.0336,-3.02853,-1.1135,-1.96486,-1.10671,-3.07948,-1.11104,-1.12621,-1.12586,-3.04375,-1.60992,-3.03206,-3.03868,-1.90485,-1.16014,-1.11026,-0.973129,-0.91372,-3.09518,-3.08963,-1.15769,-0.953126,-4.66884,-1.10123,-1.5199,-3.19608,-3.04141,-2.6013,-2.41086,-1.13851,-1.55543,-1.19356,-0.691638,-3.19111,-1.81551,-2.53325,-0.909154,-3.01151,-1.12924,-4.33735,-0.911029,-1.17079,-3.13119,-3.31031,-4.49442,-1.66677,-0.891019,-1.53387,-2.39374,-1.47006,-1.21594,-1.16116,-0.759225,-0.926701,-3.10049,-2.40024,-3.23876,-0.618784,-0.928575,-1.20335,-2.33219,-1.51151,-0.908566,-4.42953,-3.38617,-3.20692,-4.17877,-2.45117,-1.46323,-1.23138,-1.4749,-0.896421,-1.43228,-0.229606,-0.636331,-2.45765,-0.916096,-3.34474,-4.36358,-2.38961,-1.4139,-0.896087,-0.948374,-1.42268,-4.16115,-3.43606,-1.42824,-4.25242,-2.35592,-0.983301,-0.623852,-1.48971,-0.897157,-2.42036,-0.894274,-4.06261,-0.997018,-2.35232,-2.52397,-0.932084,-1.38659,-0.58749,-4.03675,-4.11465,-0.622039,-0.9458,-2.63619,-1.45242,-2.36243,-0.858617,-0.431364,-2.34975,-1.32555,-2.67965,0.0283496,-0.872334,-2.47467,-3.92804,-0.603502,-1.49759,-0.279128,-1.44984,0.045191,-2.51813,0.115483,-1.22108,-2.23744,-0.994984,-0.563038,-0.0697695,-3.73938,0.632316,0.689671,0.786333,-2.28089,-1.39289,0.697293,-0.501355,0.057174,0.684974,0.911722,0.397408,0.480724,-3.40776,0.406725,-1.26188,0.0270688,2.72395,3.03681,0.647568,2.75035,0.581374,1.82883,2.09617,1.86049,2.50232
53o,-3.16574,-3.02522,-3.02584,-3.0253,-3.06285,-3.04356,-3.06192,-0.936769,-3.14991,-0.941922,-0.947075,-2.49154,-0.972317,-2.5086,-2.52564,-0.955333,-3.26051,-0.936695,-2.60761,-0.960486,-0.956071,-0.985728,-2.54275,-0.957473,-2.49425,-2.55979,-1.72732,-0.981602,-0.946656,-1.50605,-0.945365,-2.55701,-2.64175,-1.00684,-0.836163,-2.57162,-0.937685,-1.43709,-2.62923,-2.51712,-4.34697,-2.54544,-0.967422,-0.944264,-1.02746,-0.594601,-2.71119,-1.79462,-2.17666,-0.950832,-2.48739,-0.958204,-4.08498,-1.38324,-0.984467,-2.58543,-2.77909,-2.51911,-1.37536,-0.763185,-0.936443,-2.55018,-1.31579,-1.0262,-0.974893,-0.65477,-0.948175,-2.55492,-3.94362,-2.64177,-0.53458,-1.35204,-1.01364,-1.9428,-0.952892,-0.760535,-2.49416,-2.7755,-2.61015,-3.68622,-2.54234,-1.28659,-1.02477,-0.97354,-0.936283,-1.18183,-0.188855,-0.531929,-3.84729,-1.3129,-2.73432,-2.54861,-1.93498,-0.980477,-0.753814,-0.953482,-1.24947,-3.59605,-2.77312,-1.00595,-2.61406,-2.5043,-0.958826,-0.525208,-1.17399,-1.2685,-3.72572,-0.760615,-2.63926,-0.975299,-1.91404,-2.55848,-1.20322,-1.21971,-0.959828,-3.48063,-2.72049,-0.532009,-1.20202,-2.57853,-1.15307,-3.5881,-0.704135,-1.05402,-1.93684,-1.13635,-2.63091,-0.942807,-0.718026,-3.3847,-3.39,-0.493221,-2.57888,-0.691628,-1.17587,-0.261436,-3.38714,-0.612194,-1.03399,-1.75645,-2.92317,-0.453633,-0.970878,-3.12852,-2.57634,-0.0693374,-0.855969,-1.80048,-1.05307,0.415852,-1.71276,-0.348815,-0.462438,-1.4517,0.0500707,-0.256418,-2.80361,0.183834,-0.924876,-2.61497,0.0269024,-2.25666,0.353174,1.82024,-0.598266,0.543002,-0.296873,1.10985,1.53441
63o,-3.19865,-3.19919,-3.19982,-3.23981,-3.22527,-3.23918,-3.2576,-1.0061,-3.35114,-1.01127,-1.03659,-2.70025,-1.03414,-2.71735,-2.79956,-1.03302,-1.83553,-1.01562,-2.79449,-1.05834,-1.03506,-1.0559,-2.78876,-1.03969,-2.73667,-2.87097,-1.89919,-1.07952,-1.03713,-0.916256,-1.51264,-2.79962,-2.86592,-1.07708,-0.896308,-2.8248,-1.02813,-1.42769,-2.94062,-2.8073,-2.42863,-4.35464,-1.05796,-1.03795,-1.12552,-0.635627,-2.93557,-1.81284,-2.36079,-1.4806,-2.77747,-1.04872,-4.0409,-0.856561,-1.08561,-2.87582,-3.09093,-2.81982,-1.49709,-0.83662,-1.0301,-4.25581,-1.39773,-1.11479,-1.07601,-0.711359,-1.4493,-2.84523,-2.23496,-2.96384,-0.591883,-0.853903,-1.10223,-2.16712,-1.05393,-0.833961,-2.79481,-3.06143,-2.93213,-3.94819,-4.1592,-1.36844,-1.12923,-1.07918,-1.41986,-1.35542,-0.231719,-0.589224,-2.2271,-0.867312,-3.02013,-2.8704,-2.15926,-1.10197,-0.847365,-1.38246,-1.3537,-3.85775,-3.10842,-1.12529,-2.95526,-4.06919,-1.31789,-0.602628,-1.34755,-0.830544,-2.27121,-0.828342,-3.0299,-1.32191,-2.20337,-3.95539,-0.862452,-1.29815,-1.18729,-3.81487,-3.10418,-0.583605,-0.876756,-3.75434,-1.39167,-2.155,-0.789582,-0.852188,-2.14496,-1.2341,-3.77331,-0.422484,-0.80388,-2.25778,-3.64282,-0.561912,-3.35273,-0.779312,-1.33325,-0.0454402,-2.30313,-0.270902,-1.13143,-2.02246,-2.22105,-0.522202,-1.06985,-3.44421,-0.97447,0.578146,-0.0695513,-2.06781,-1.26593,0.584012,-1.98571,-0.422082,0.381132,-0.482961,0.318008,0.0536762,-3.1183,0.325496,-1.13734,-2.93492,2.35614,0.0269854,0.493064,2.37661,-0.826177,1.55969,0.56319,1.58533,1.99693
32s,-2.99429,-2.86419,-2.86469,-2.86412,-2.86137,-2.85422,-2.87973,-0.872238,-2.89199,-0.877216,-0.882187,-2.17018,-0.887165,-2.18634,-2.2025,-0.889779,-2.93581,-0.859985,-2.21866,-0.894751,-0.883564,-0.899729,-2.2216,-0.897249,-2.13134,-2.23776,-3.05205,-0.915412,-0.869343,-0.958257,-0.866468,-2.20634,-2.25392,-0.920384,-0.953243,-2.24982,-0.865444,-1.35451,-2.30475,-2.15634,-2.44994,-2.15903,-0.889669,-0.884125,-0.94057,-1.29922,-2.32091,-3.01063,-2.43297,-0.870227,-2.14293,-0.885545,-3.88542,-0.876155,-0.906516,-2.22228,-2.38644,-2.20263,-3.71103,-0.871141,-0.876746,-2.164,-1.23908,-0.920567,-0.902056,-1.54827,-0.867845,-2.20813,-2.19049,-2.27719,-1.18501,-0.873773,-0.913347,-2.17353,-0.893033,-0.868759,-2.17939,-2.32325,-2.262,-3.50504,-2.157,-1.20887,-0.910458,-0.903409,-0.856652,-3.33445,-0.573094,-1.15701,-2.18349,-0.867577,-2.2993,-2.23255,-2.16653,-0.896603,-0.862562,-0.866797,-1.17128,-3.41193,-2.29117,-0.9566,-2.26695,-2.12171,-0.858498,-1.12163,-3.24813,-0.850248,-2.16441,-0.85023,-2.24635,-0.858151,-2.14746,-2.15539,-0.841718,-1.11962,-0.855677,-3.29527,-2.43191,-1.07218,-0.820375,-2.13006,-3.13832,-2.10966,-0.814221,-0.80535,-2.10893,-1.04199,-2.12741,-0.735549,-0.792646,-2.08359,-3.13389,-0.996765,-2.11931,-0.774964,-2.98375,-0.591531,-2.01426,-0.688829,-0.946449,-1.99443,-1.96632,-0.914839,-0.905286,-2.88888,-1.74529,-0.543543,-0.715631,-1.92437,-2.74558,-0.231787,-1.868,-0.782593,-1.28308,-1.5948,-0.501112,-0.658973,-2.58628,-0.158818,-2.48704,-2.45942,-1.30839,-1.85683,0.0114242,-0.287305,-2.06405,-1.17423,-1.67559,-0.0525697,0.252777
43o,-3.19656,-3.05647,-3.05709,-3.05655,-3.05369,-3.08634,-3.10454,-0.956653,-3.15932,-0.96179,-0.966927,-2.55724,-0.972064,-2.57423,-2.59125,-0.97516,-3.26434,-0.964144,-2.60824,-0.980297,-0.983424,-0.985434,-2.60828,-0.967755,-2.58198,-2.62529,-3.39921,-1.00135,-0.974081,-1.05173,-0.952484,-2.64441,-2.64228,-1.00649,-1.5114,-2.60357,-0.965094,-1.45815,-2.69451,-2.60478,-2.88434,-2.56701,-0.994777,-0.954587,-1.02704,-0.615896,-2.7115,-1.71495,-4.36519,-0.957934,-2.57503,-0.985551,-4.15487,-0.966615,-1.01177,-2.67288,-2.7792,-2.55123,-1.4457,-1.38897,-0.946783,-2.57173,-1.33723,-1.02578,-1.00219,-0.679103,-0.955286,-2.64235,-2.61273,-2.72905,-0.556058,-0.963972,-1.01327,-3.96305,-0.963182,-1.35786,-2.52636,-2.77563,-2.6974,-3.75735,-2.56392,-1.30812,-1.09371,-0.973278,-0.94343,-1.25274,-0.237177,-0.553416,-2.60491,-0.957272,-2.73447,-2.58063,-3.86702,-0.992766,-1.31885,-0.953287,-1.27111,-3.66744,-2.99202,-1.01804,-2.61457,-2.526,-0.954109,-0.54671,-1.24495,-0.938869,-2.58406,-1.26483,-2.67603,-0.970409,-3.74582,-2.55917,-0.936257,-1.2191,-0.942204,-3.55239,-2.75651,-0.533468,-0.950345,-2.56007,-1.22407,-2.52502,-1.19264,-0.910676,-3.57688,-1.16152,-2.61179,-0.857533,-1.19055,-2.51469,-3.38957,-0.52049,-2.52051,-1.03635,-1.18211,-0.755353,-2.55925,-0.906544,-1.05942,-3.35001,-2.43066,-0.480981,-0.976742,-3.20953,-2.25411,-0.687552,-0.860469,-3.34948,-1.14049,-0.0691402,-2.86586,-0.358743,-1.98231,-2.45848,-0.10701,-0.26473,-2.88552,0.0498805,-1.01258,-2.6331,-1.7227,-2.27009,0.0952552,0.0268199,-0.628947,0.19211,-0.32263,0.541338,0.692759
72o,-3.51114,-3.4836,-3.52477,-3.51256,-3.53128,-3.55045,-3.56495,-1.16326,-2.00152,-1.18858,-1.18614,-3.20401,-1.20091,-3.28622,-3.28115,-1.19237,-2.03424,-1.1856,-3.33197,-1.18992,-1.20359,-1.20469,-3.29635,-1.70587,-3.28467,-3.29128,-1.97441,-1.23887,-1.18914,-1.0472,-0.990254,-3.34599,-3.34209,-1.23642,-1.02725,-4.97766,-1.1787,-1.00488,-3.44819,-3.29401,-2.83244,-2.64973,-1.21731,-1.65129,-1.27219,-1.59569,-3.44325,-1.88534,-2.76461,-0.983784,-3.26258,-1.20661,-2.6885,-0.985653,-1.24949,-3.38352,-3.56207,-4.80298,-4.5806,-0.965705,-1.62955,-2.62671,-0.943334,-1.2945,-1.23844,-1.79184,-1.00128,-3.35128,-2.63317,-3.49073,-1.546,-1.00314,-1.28049,-2.56534,-1.607,-0.983198,-4.73753,-3.63769,-3.45739,-2.48921,-2.68395,-0.960827,-1.30843,-1.57026,-0.97109,-4.42249,-0.793869,-1.5392,-2.69041,-0.990699,-3.59478,-4.67101,-2.62257,-1.50919,-0.970757,-1.02288,-0.948386,-2.54646,-3.68582,-1.43061,-4.55941,-2.58898,-1.0577,-1.49876,-4.40493,-0.971824,-2.65323,-0.96895,-4.36942,-1.07112,-2.58539,-2.75652,-1.00664,-0.946578,-0.622612,-2.50929,-4.12282,-1.46278,-1.02006,-2.8684,-4.28092,-2.59548,-0.933403,-0.455593,-2.58284,-0.928099,-2.91081,-0.0586893,-0.946825,-2.70737,-2.50671,-1.40194,-1.60394,-0.331004,-4.17256,-0.0418998,-2.74977,0.0281758,-0.873585,-2.47087,-1.06584,-1.3104,-0.284211,-2.44994,0.3595,0.0455513,0.115608,-2.51328,-3.98446,0.0552105,-0.662184,-0.0698443,0.411997,0.638045,0.691331,0.787695,-2.27645,0.699337,-3.69746,-0.51019,0.692632,0.918699,0.727346,0.725348,0.0269854,2.73741,3.0493,2.7649,2.85748
52o,-3.31782,-3.17773,-3.17834,-3.17781,-3.21525,-3.19601,-3.20518,-1.0157,-3.21764,-1.02084,-1.02597,-2.74428,-1.05114,-2.76127,-2.77828,-1.03421,-3.30352,-1.01563,-2.85997,-1.03934,-1.0303,-1.06451,-2.79531,-1.04446,-2.74698,-2.81232,-1.8075,-1.0604,-1.02556,-1.60081,-1.03234,-2.79744,-2.89403,-1.08556,-0.910559,-2.84289,-1.01198,-0.89074,-2.88154,-2.76978,-4.65203,-2.8167,-1.04626,-1.03129,-1.10611,-1.51266,-2.96326,-1.86409,-2.40885,-1.03589,-2.72806,-1.03244,-2.34109,-1.47899,-1.06325,-2.83789,-3.03095,-2.79057,-4.32767,-0.837805,-1.02349,-2.81549,-0.81798,-1.10486,-1.04907,-1.77735,-1.03324,-2.79538,-4.25183,-2.89405,-1.39174,-1.44763,-1.07063,-2.17571,-1.03988,-0.835163,-2.76568,-3.02737,-2.85043,-2.10795,-2.80767,-0.815338,-1.08173,-1.06047,-1.02138,-3.93013,-0.694625,-1.36263,-4.15503,-1.40837,-2.91882,-2.81997,-2.16791,-1.06739,-0.828457,-1.03853,-0.808638,-2.10014,-2.9575,-1.07705,-2.88522,-2.76975,-1.04386,-1.32563,-3.84022,-1.36384,-4.03307,-0.835243,-2.91034,-1.04649,-2.14703,-2.82376,-1.29852,-0.815418,-1.03855,-2.07928,-2.94233,-1.29596,-1.20506,-2.84375,-3.72517,-3.89512,-0.778936,-1.1702,-2.16977,-0.776748,-2.85291,-0.989444,-0.790014,-3.69157,-2.10201,-1.21285,-2.82542,-0.768662,-3.63481,-0.312395,-3.39731,-0.688969,-0.717585,-1.98992,-3.28956,-1.12015,-0.696239,-1.97959,-2.71741,-0.266924,-0.616546,-2.02503,-3.37412,-0.191914,-1.95428,-0.978035,-0.620262,-1.69238,-0.069413,-0.863485,-1.7908,0.418562,-3.08309,-1.72006,-0.472372,-1.45817,0.42446,-0.100156,-2.62867,0.0268199,-2.27132,1.8368,1.85751
