*,AA,KK,QQ,JJ,TT,99,88,AKs,77,AQs,AJs,AKo,ATs,AQo,AJo,KQs,66,A9s,ATo,KJs,A8s,KTs,KQo,A7s,A9o,KJo,55,QJs,K9s,A5s,A6s,A8o,KTo,QTs,A4s,A7o,K8s,A3s,QJo,K9o,A5o,A6o,Q9s,K7s,JTs,A2s,QTo,44,A4o,K6s,K8o,Q8s,A3o,K5s,J9s,Q9o,JTo,K7o,A2o,K4s,Q7s,K6o,K3s,T9s,J8s,33,Q6s,Q8o,K5o,J9o,K2s,Q5s,T8s,K4o,J7s,Q4s,Q7o,T9o,J8o,K3o,Q6o,Q3s,98s,T7s,J6s,K2o,22,Q2s,Q5o,J5s,T8o,J7o,Q4o,97s,J4s,T6s,J3s,Q3o,98o,87s,T7o,J6o,96s,J2s,Q2o,T5s,J5o,T4s,97o,86s,J4o,T6o,95s,T3s,76s,J3o,87o,T2s,85s,96o,J2o,T5o,94s,75s,T4o,93s,86o,65s,84s,95o,T3o,92s,76o,74s,T2o,54s,85o,64s,83s,94o,75o,82s,73s,93o,65o,53s,63s,84o,92o,43s,74o,72s,54o,64o,52s,62s,83o,42s,82o,73o,53o,63o,32s,43o,72o,52o,62o,42o,32o
KQs,-0.658714,-0.722638,-0.293228,-0.073396,-0.07388,-0.051148,-0.025642,-0.428572,-0.022568,-0.428352,-0.179402,-0.408468,-0.181036,-0.408248,-0.126466,0,-0.018292,-0.149106,-0.128248,0.41705,-0.138102,0.411546,0.049842,-0.139734,-0.094624,0.499218,-0.010354,0.416808,0.413622,-0.14946,-0.139728,-0.082376,0.49309,0.411306,-0.147812,-0.08415,0.420998,-0.146166,0.498474,0.496248,-0.094504,-0.084142,0.420112,0.415968,0.266752,-0.144518,0.492346,0.000222,-0.092654,0.410996,0.504936,0.448412,-0.090768,0.412258,0.286432,0.502844,0.323904,0.499296,-0.088834,0.420698,0.443612,0.493724,0.429198,0.262126,0.304786,0.012056,0.43893,0.53418,0.494994,0.344766,0.437754,0.440538,0.28048,0.504158,0.321558,0.449384,0.528778,0.31918,0.364026,0.513414,0.523504,0.458346,0.257174,0.297252,0.339794,0.522774,0.02517,0.467422,0.525132,0.333798,0.33844,0.381792,0.534714,0.268402,0.340622,0.315488,0.347564,0.544446,0.31479,0.265336,0.356206,0.400878,0.280428,0.354624,0.554342,0.333806,0.394464,0.334522,0.326638,0.25971,0.401768,0.37529,0.298744,0.341464,0.23588,0.409228,0.324032,0.348524,0.278026,0.339112,0.416856,0.394458,0.323774,0.2542,0.395242,0.32461,0.317994,0.230496,0.303058,0.358278,0.402702,0.33167,0.292886,0.27923,0.41033,0.232522,0.33716,0.255528,0.328206,0.384644,0.312052,0.329158,0.304378,0.385582,0.287072,0.257674,0.280678,0.363526,0.39321,0.264664,0.338418,0.329644,0.289202,0.313436,0.28294,0.305944,0.390046,0.289936,0.391152,0.364938,0.315722,0.339956,0.29707,0.323146,0.391626,0.34241,0.366644,0.349834,0.357412
66,-0.60915,-0.609844,-0.61054,-0.619336,-0.618558,-0.623658,-0.628888,0.046118,-0.632842,0.039694,0.031344,0.099772,0.033728,0.092756,0.083718,0.018292,0,0.064764,0.086042,0.009942,0.066298,0.012324,0.06954,0.074262,0.119508,0.0605,0.627186,-0.011476,0.04344,0.312456,0.309954,0.120952,0.062826,-0.009094,0.31602,0.129426,0.067116,0.32063,0.037262,0.096376,0.381398,0.390014,0.0221,0.06865,-0.041262,0.331026,0.039588,0.628068,0.385264,0.303996,0.121822,0.045854,0.390292,0.332262,-0.00914,0.073222,0.00496,0.123272,0.40166,0.335828,0.06953,0.383464,0.339394,-0.017624,0.014694,0.628998,0.298102,0.098752,0.402906,0.039536,0.344002,0.326284,0.006288,0.40677,0.038448,0.32985,0.124204,0.030496,0.06515,0.41066,0.376976,0.333416,0.000124,0.030122,0.295394,0.415722,0.631134,0.338024,0.396376,0.319262,0.056194,0.090686,0.400242,0.024034,0.322828,0.268792,0.326394,0.40413,0.049944,0.016146,0.081812,0.373942,0.250064,0.331004,0.409192,0.326782,0.388746,0.326604,0.075648,0.23021,0.392612,0.344834,0.327072,0.33017,0.210422,0.3965,0.06755,0.334778,0.326382,0.32431,0.401562,0.396572,0.342458,0.325762,0.396408,0.34228,0.30255,0.62826,0.341768,0.397042,0.400298,0.346888,0.280858,0.341148,0.405358,0.620108,0.39644,0.662366,0.357156,0.413292,0.395906,0.35802,0.356536,0.413152,0.724422,0.630088,0.696626,0.412688,0.418214,0.632838,0.412154,0.371922,0.701348,0.7614,0.64089,0.730964,0.428962,0.643644,0.429996,0.428428,0.711988,0.79856,0.647452,0.714994,0.444734,0.723516,0.835828,0.726524,0.730696
A9s,-0.768646,-0.360964,-0.365616,-0.36888,-0.370756,-0.327994,-0.086006,-0.423868,-0.07281,-0.41325,-0.401254,-0.399146,-0.383026,-0.388472,-0.376284,0.149106,-0.064764,0,-0.357294,0.148264,0.334098,0.14754,0.20508,0.3305,0.049844,0.203952,-0.050002,0.129158,0.422088,0.30163,0.329224,0.411998,0.202944,0.128434,0.310596,0.408144,0.259016,0.312204,0.18354,0.50577,0.376906,0.406854,0.394564,0.248332,0.109446,0.32052,0.18253,-0.030148,0.386862,0.24252,0.318736,0.236414,0.388582,0.244642,0.367154,0.47577,0.162234,0.307518,0.397696,0.253024,0.253278,0.301554,0.253858,0.33986,0.213932,-0.01969,0.241072,0.294728,0.303764,0.44589,0.260918,0.243196,0.191568,0.312916,0.230794,0.251576,0.312576,0.416128,0.27084,0.313842,0.299804,0.252412,0.351828,0.20843,0.246136,0.32147,-0.005946,0.259472,0.302014,0.241866,0.24707,0.288688,0.311166,0.374652,0.250248,0.223772,0.251084,0.312092,0.428794,0.227414,0.264918,0.30498,0.396748,0.258144,0.31972,0.246072,0.300382,0.249038,0.453492,0.246252,0.309534,0.281208,0.42616,0.249874,0.22448,0.310462,0.283506,0.256934,0.272046,0.47742,0.318088,0.304634,0.45598,0.250276,0.308022,0.458372,0.303392,0.22392,0.29947,0.5091,0.308948,0.46753,0.280662,0.2777,0.316576,0.233348,0.33041,0.251346,0.324168,0.541506,0.307682,0.32512,0.302398,0.54403,0.280296,0.251838,0.275066,0.359424,0.554008,0.26099,0.336694,0.327664,0.290222,0.309308,0.277106,0.300334,0.385474,0.286264,0.38658,0.362744,0.30966,0.334316,0.28729,0.319552,0.389432,0.336348,0.361004,0.34624,0.347286
ATo,-0.837297,-0.42,-0.425102,-0.428732,-0.382656,-0.110608,-0.108438,-0.496994,-0.094408,-0.493192,-0.478886,-0.474788,-0.049842,-0.471558,-0.45692,0.128248,-0.086042,0.357294,0,0.12757,0.351536,0.401922,0.19711,0.346726,0.440574,0.196128,-0.06927,0.107994,0.215276,0.322172,0.345762,0.434136,0.483484,0.372196,0.323874,0.428966,0.232184,0.332866,0.174982,0.290976,0.40252,0.428002,0.192106,0.220844,0.342472,0.34192,0.451304,-0.059572,0.404278,0.215488,0.308954,0.209014,0.414,0.223358,0.168936,0.266104,0.419126,0.296812,0.423814,0.224134,0.226134,0.29119,0.231466,0.35808,0.185844,-0.046456,0.214188,0.284082,0.299666,0.241234,0.238924,0.222058,0.35282,0.300478,0.202964,0.222834,0.30229,0.441616,0.259212,0.308478,0.289564,0.230166,0.187778,0.377336,0.218436,0.316636,-0.03193,0.237626,0.298038,0.22076,0.435616,0.277418,0.29885,0.20848,0.221536,0.40103,0.228868,0.30685,0.261004,0.183624,0.461926,0.2939,0.227532,0.236326,0.31501,0.432986,0.296412,0.43538,0.282936,0.202676,0.297224,0.48737,0.2549,0.445142,0.180908,0.305224,0.256116,0.455028,0.230044,0.303144,0.313382,0.52152,0.280672,0.208276,0.523964,0.281562,0.276324,0.18587,0.255816,0.33207,0.53444,0.289032,0.253042,0.233006,0.545072,0.186908,0.30525,0.205056,0.281948,0.3599,0.281968,0.282964,0.259138,0.360876,0.258218,0.213042,0.231188,0.333082,0.369034,0.213978,0.308658,0.285396,0.259552,0.278882,0.2393,0.257446,0.361238,0.24024,0.362372,0.336814,0.287708,0.307038,0.247758,0.288646,0.36513,0.316022,0.335354,0.316962,0.325088
KJs,-0.650628,-0.714666,-0.358314,-0.288596,-0.075414,-0.052682,-0.028026,-0.42323,-0.02495,-0.235366,-0.42545,-0.402572,-0.180194,-0.183636,-0.405084,-0.41705,-0.009942,-0.148264,-0.12757,0,-0.138028,0.398104,-0.394964,-0.13966,-0.093948,0.049842,-0.003932,0.415298,0.401788,-0.14336,-0.131988,-0.082536,0.478866,0.231736,-0.141714,-0.08431,0.403396,-0.140066,0.496962,0.483764,-0.088068,-0.07592,0.255336,0.398284,0.38751,-0.138418,0.28859,0.006646,-0.08622,0.400646,0.486148,0.272904,-0.084334,0.39518,0.396316,0.313484,0.466438,0.480426,-0.082398,0.40354,0.289676,0.483102,0.411958,0.266018,0.424616,0.018478,0.2863,0.331926,0.477,0.476936,0.420436,0.280304,0.283768,0.486082,0.419816,0.287126,0.349692,0.322998,0.508256,0.495256,0.346268,0.294068,0.25425,0.30054,0.442676,0.504534,0.031592,0.301128,0.339842,0.437636,0.341624,0.502854,0.347148,0.26548,0.446482,0.32162,0.455444,0.354608,0.311362,0.244762,0.35939,0.527614,0.28656,0.46452,0.362234,0.339488,0.521952,0.340204,0.32321,0.265842,0.531534,0.381592,0.30345,0.347146,0.242014,0.541266,0.30208,0.354206,0.277498,0.345412,0.551162,0.40029,0.32848,0.25367,0.401074,0.329314,0.324282,0.238236,0.302528,0.363068,0.408534,0.336374,0.299174,0.2787,0.41616,0.234154,0.336368,0.263268,0.327676,0.389432,0.31126,0.32863,0.303848,0.390372,0.295282,0.259308,0.288416,0.362732,0.397998,0.266296,0.337624,0.329116,0.290878,0.321646,0.284574,0.313684,0.389252,0.29157,0.39036,0.364144,0.317398,0.348166,0.298702,0.324822,0.390832,0.344086,0.374854,0.35151,0.359088
A8s,-0.760674,-0.361406,-0.359228,-0.36145,-0.363326,-0.351746,-0.318942,-0.41886,-0.074344,-0.408162,-0.396086,-0.393636,-0.377776,-0.38288,-0.37061,0.138102,-0.066298,-0.334098,-0.351536,0.138028,0,0.137304,0.19395,0.288396,-0.304974,0.19361,-0.051538,0.12386,0.17032,0.259904,0.288152,0.049846,0.1926,0.123136,0.262984,0.362982,0.446848,0.271926,0.178246,0.227316,0.332146,0.362812,0.156152,0.252972,0.104916,0.273512,0.177236,-0.03253,0.335676,0.24716,0.53259,0.419324,0.345644,0.248306,0.137932,0.211954,0.157728,0.31226,0.347386,0.251452,0.257918,0.306294,0.259952,0.119064,0.391914,-0.01134,0.24648,0.502588,0.307462,0.192444,0.260906,0.247626,0.364622,0.311032,0.236202,0.250774,0.317318,0.172268,0.472708,0.32034,0.305332,0.259274,0.345804,0.213838,0.251544,0.321434,0.000476,0.260226,0.3065,0.246298,0.442946,0.294216,0.31007,0.200234,0.249444,0.22918,0.257944,0.319378,0.422706,0.350858,0.270444,0.310506,0.215576,0.258898,0.320472,0.25148,0.304868,0.248234,0.256254,0.372954,0.308438,0.286736,0.237876,0.256734,0.228372,0.317746,0.427588,0.257688,0.402366,0.272546,0.31884,0.310162,0.2612,0.254168,0.306924,0.264284,0.451514,0.226834,0.432186,0.29597,0.316232,0.265238,0.28448,0.280988,0.317326,0.230424,0.483196,0.253658,0.462122,0.320756,0.3115,0.46463,0.30853,0.324298,0.28307,0.257972,0.2812,0.515584,0.325392,0.267124,0.339878,0.333346,0.286794,0.31145,0.28181,0.306016,0.548142,0.285734,0.55083,0.369046,0.315962,0.340618,0.29503,0.325842,0.395264,0.341136,0.366836,0.345448,0.355496
KTs,-0.64254,-0.706696,-0.351074,-0.354338,-0.28286,-0.054218,-0.02956,-0.417888,-0.026486,-0.229266,-0.235552,-0.396674,-0.422548,-0.1772,-0.184118,-0.411546,-0.012324,-0.14754,-0.401922,-0.398104,-0.137304,0,-0.388918,-0.138936,-0.093396,-0.37515,0.004418,0.175774,0.383778,-0.135738,-0.132032,-0.081984,0.049842,0.412396,-0.135732,-0.08376,0.386544,-0.134084,0.231408,0.46454,-0.079972,-0.076204,0.261622,0.381352,0.384872,-0.132438,0.493782,0.013068,-0.079912,0.377828,0.468178,0.27919,-0.078026,0.379696,0.239022,0.319938,0.463782,0.462374,-0.07609,0.381328,0.295962,0.458624,0.389666,0.37252,0.25659,0.0249,0.286374,0.33838,0.46077,0.29593,0.398062,0.288042,0.40082,0.46248,0.273362,0.28876,0.356144,0.45103,0.314372,0.471572,0.346098,0.295702,0.257166,0.39602,0.290342,0.480768,0.038014,0.302762,0.348052,0.286596,0.482348,0.332138,0.348824,0.268394,0.287314,0.41888,0.294254,0.356284,0.314138,0.242442,0.476948,0.350112,0.28887,0.301314,0.363912,0.441382,0.346302,0.443578,0.325984,0.262918,0.347074,0.50169,0.309582,0.45254,0.23909,0.354534,0.299284,0.461618,0.28363,0.347554,0.362162,0.526062,0.334162,0.259802,0.528354,0.334996,0.320854,0.244368,0.307232,0.369368,0.538086,0.342056,0.295746,0.283404,0.547982,0.241894,0.342668,0.262738,0.33238,0.395264,0.31756,0.333334,0.308554,0.396202,0.30157,0.267046,0.287888,0.367522,0.40383,0.26793,0.342414,0.33382,0.299088,0.320854,0.292314,0.313154,0.394042,0.293202,0.395148,0.368934,0.325608,0.347374,0.300336,0.326498,0.395622,0.352296,0.374062,0.353186,0.360764
KQo,-0.742396,-0.82602,-0.370716,-0.129288,-0.129808,-0.10493,-0.077404,-0.511826,-0.07411,-0.511624,-0.236218,-0.495478,-0.237894,-0.490356,-0.195236,-0.049842,-0.06954,-0.20508,-0.19711,0.394964,-0.19395,0.388918,0,-0.195614,-0.162164,0.479194,-0.061094,0.397304,0.389808,-0.205542,-0.195606,-0.149052,0.472482,0.39124,-0.203852,-0.150908,0.39675,-0.20216,0.482734,0.474314,-0.161626,-0.150904,0.39946,0.391222,0.218422,-0.20047,0.476022,-0.04988,-0.159702,0.385738,0.482448,0.429048,-0.157754,0.387026,0.238462,0.48583,0.292454,0.476254,-0.155774,0.39612,0.423832,0.470132,0.405278,0.213226,0.25716,-0.037354,0.418648,0.518414,0.471394,0.313902,0.414498,0.420314,0.231926,0.481198,0.274182,0.429866,0.512478,0.286702,0.333672,0.491086,0.506666,0.439544,0.207138,0.248948,0.293248,0.501068,-0.0235,0.449348,0.508306,0.28691,0.306474,0.351792,0.51855,0.218476,0.294128,0.268014,0.301472,0.528944,0.280784,0.21486,0.324594,0.372296,0.230966,0.308944,0.539492,0.286918,0.36536,0.287682,0.292764,0.209034,0.373208,0.345096,0.24987,0.295026,0.18432,0.381208,0.28975,0.302496,0.227938,0.306102,0.389368,0.365342,0.275874,0.203226,0.366166,0.276764,0.283234,0.178642,0.253944,0.326346,0.374166,0.284236,0.256558,0.22923,0.382326,0.180788,0.30348,0.20465,0.280076,0.354352,0.276802,0.281092,0.255362,0.355328,0.250256,0.206922,0.23078,0.331486,0.363488,0.214298,0.304808,0.28162,0.25252,0.278262,0.23318,0.257038,0.359642,0.240562,0.360776,0.332964,0.280676,0.306418,0.24808,0.28865,0.36128,0.30899,0.334734,0.316966,0.325092
A7s,-0.760688,-0.354168,-0.362372,-0.358804,-0.35964,-0.348058,-0.347156,-0.413912,-0.311584,-0.410546,-0.392586,-0.388174,-0.373622,-0.385198,-0.366518,0.139734,-0.074262,-0.3305,-0.346726,0.13966,-0.288396,0.138936,0.195614,0,-0.300762,0.195272,-0.059502,0.108898,0.171952,0.20388,0.230626,-0.256068,0.194262,0.108942,0.206306,0.049854,0.194724,0.209362,0.163074,0.22898,0.271838,0.300868,0.141958,0.443946,0.094892,0.218284,0.16285,-0.040494,0.274652,0.253446,0.25271,0.164728,0.278194,0.25459,0.127908,0.197566,0.147606,0.529416,0.288184,0.256762,0.440218,0.312748,0.260026,0.109806,0.150678,-0.020152,0.245706,0.221298,0.313916,0.182322,0.268644,0.246852,0.132578,0.316444,0.412808,0.249022,0.525324,0.162932,0.206054,0.320168,0.304538,0.252288,0.122468,0.385514,0.25077,0.329644,0.002398,0.260906,0.305706,0.24629,0.186662,0.495442,0.308234,0.366698,0.24846,0.229172,0.251726,0.311958,0.176064,0.339638,0.46568,0.309714,0.215568,0.260344,0.321434,0.251472,0.30486,0.24725,0.44544,0.193442,0.307388,0.28673,0.237868,0.250516,0.352066,0.311114,0.415918,0.259134,0.215742,0.272538,0.32059,0.310154,0.261192,0.38148,0.305876,0.258066,0.249006,0.229088,0.239066,0.295964,0.3096,0.266684,0.428796,0.4113,0.319076,0.2317,0.272432,0.25591,0.26251,0.320748,0.460476,0.265712,0.441236,0.317666,0.285206,0.258642,0.282848,0.297216,0.327142,0.26256,0.492866,0.471286,0.287886,0.313584,0.286302,0.310508,0.322156,0.290228,0.325866,0.525406,0.316418,0.342118,0.299522,0.32073,0.558128,0.345754,0.371454,0.350066,0.3601
A9o,-0.875636,-0.43284,-0.437942,-0.441572,-0.44373,-0.409022,-0.141904,-0.50772,-0.127872,-0.496574,-0.483926,-0.48483,-0.464474,-0.473636,-0.460796,0.094624,-0.119508,-0.049844,-0.440574,0.093948,0.304974,0.093396,0.162164,0.300762,0,0.161182,-0.103618,0.07437,0.400226,0.269078,0.29908,0.384612,0.160328,0.07382,0.278562,0.380086,0.207722,0.280246,0.140036,0.482732,0.34589,0.378338,0.370502,0.196382,0.05437,0.289218,0.139182,-0.082556,0.356334,0.189982,0.283746,0.184552,0.358094,0.192318,0.340902,0.450554,0.118162,0.271604,0.367824,0.200964,0.201672,0.264842,0.201866,0.31143,0.161508,-0.071464,0.188684,0.258874,0.26728,0.4185,0.209324,0.19102,0.13859,0.276878,0.178628,0.199666,0.27708,0.386574,0.234128,0.277842,0.263216,0.200568,0.324092,0.15571,0.1941,0.286,-0.056938,0.208026,0.265652,0.189848,0.20951,0.252334,0.275252,0.348606,0.198492,0.171182,0.199396,0.276214,0.404832,0.177078,0.227716,0.268818,0.372302,0.206854,0.284374,0.194348,0.264152,0.197446,0.431142,0.196132,0.27375,0.244198,0.404258,0.198348,0.17332,0.274714,0.249618,0.205806,0.222878,0.456586,0.282872,0.26874,0.436392,0.200066,0.272376,0.438912,0.269826,0.172116,0.251034,0.49072,0.273338,0.4488,0.245404,0.228222,0.281498,0.182126,0.298094,0.200272,0.276932,0.525348,0.273672,0.277948,0.25412,0.52794,0.243896,0.201438,0.225128,0.328144,0.538572,0.210864,0.303722,0.280378,0.254602,0.273946,0.227696,0.251386,0.356126,0.237126,0.35726,0.331704,0.275418,0.300788,0.238204,0.28579,0.360018,0.303734,0.329104,0.314104,0.315194
KJo,-0.733646,-0.817307,-0.430812,-0.365732,-0.13125,-0.106372,-0.079704,-0.505862,-0.076436,-0.293398,-0.508444,-0.488934,-0.236766,-0.257632,-0.48692,-0.499218,-0.0605,-0.203952,-0.196128,-0.049842,-0.19361,0.37515,-0.479194,-0.195272,-0.161182,0,-0.054078,0.395756,0.377786,-0.199014,-0.187396,-0.148928,0.457928,0.18084,-0.197324,-0.150798,0.378438,-0.195634,0.476278,0.46164,-0.154596,-0.142006,0.20492,0.372826,0.365576,-0.193944,0.2536,-0.042862,-0.152674,0.375124,0.462948,0.222824,-0.150724,0.369104,0.373796,0.27923,0.448286,0.456658,-0.148744,0.378114,0.239858,0.459224,0.38719,0.218006,0.403384,-0.030336,0.236262,0.29817,0.452524,0.458092,0.396328,0.22995,0.236082,0.462244,0.398168,0.237156,0.316276,0.291946,0.490678,0.472048,0.312584,0.244488,0.20472,0.253104,0.422726,0.481946,-0.016484,0.251946,0.305636,0.41715,0.311072,0.484724,0.313484,0.216056,0.426702,0.274554,0.43638,0.321484,0.278218,0.194126,0.32918,0.511098,0.237506,0.446184,0.329642,0.293224,0.504854,0.293988,0.290186,0.215576,0.515098,0.351902,0.255134,0.301332,0.19086,0.525492,0.267318,0.308804,0.22767,0.312908,0.53604,0.371972,0.28114,0.202944,0.372796,0.28203,0.29004,0.186852,0.253676,0.331838,0.380796,0.2895,0.26335,0.22895,0.388956,0.182556,0.302946,0.212858,0.279808,0.359844,0.276256,0.280824,0.255082,0.36082,0.259142,0.208692,0.23899,0.33095,0.368978,0.216068,0.304262,0.28134,0.254368,0.287148,0.23495,0.265248,0.359106,0.24233,0.360242,0.332418,0.282524,0.315304,0.249848,0.2905,0.360732,0.31084,0.34362,0.318816,0.326942
55,-0.617772,-0.60969,-0.610384,-0.610826,-0.619118,-0.616724,-0.620812,0.039312,-0.624768,0.03289,0.026468,0.092344,0.018118,0.085326,0.078308,0.010354,-0.627186,0.050002,0.06927,0.003932,0.051538,-0.004418,0.061094,0.059502,0.103618,0.054078,0,-0.017094,0.027546,0.270698,0.072032,0.105064,0.04504,-0.025444,0.326274,0.113538,0.05122,0.32984,0.03126,0.079472,0.347464,0.12691,0.0066,0.052754,-0.046484,0.333406,0.022222,0.62953,0.396982,0.060718,0.104918,0.030354,0.400872,0.29369,-0.014362,0.056738,-0.000616,0.106368,0.404794,0.330174,0.054028,0.114854,0.33374,-0.046072,0.009472,0.630462,0.055562,0.082268,0.372544,0.033984,0.337306,0.288268,-0.021312,0.400986,0.033224,0.324668,0.10772,-0.00016,0.059598,0.404876,0.109182,0.328234,-0.021866,0.00252,0.0569,0.408798,0.631458,0.3318,0.366562,0.28291,0.026396,0.085134,0.394962,0.002046,0.319226,0.026274,0.322792,0.39885,0.026002,-0.004704,0.052016,0.110596,0.025878,0.326358,0.402772,0.280738,0.36064,0.31274,0.051706,0.019208,0.389,0.077562,0.262878,0.316306,0.011782,0.39289,0.044804,0.319872,0.243654,0.077338,0.396812,0.358176,0.329092,0.224342,0.381938,0.328914,0.070518,0.2051,0.328876,0.33861,0.385826,0.33248,0.06291,0.32873,0.38975,0.621292,0.317522,0.328658,0.344262,0.39935,0.296336,0.344086,0.344116,0.399212,0.275224,0.6554,0.344044,0.399252,0.403134,0.660142,0.399222,0.359502,0.717088,0.399268,0.68966,0.35943,0.415526,0.670124,0.41542,0.415496,0.754082,0.415542,0.67289,0.744328,0.431802,0.791264,0.431848,0.754998,0.75803
QJs,-0.617752,-0.645928,-0.683456,-0.260214,-0.060134,-0.038226,-0.018944,-0.270562,0.007516,-0.399434,-0.397924,-0.221404,-0.161088,-0.376906,-0.37536,-0.416808,0.011476,-0.129158,-0.107994,-0.415298,-0.12386,-0.175774,-0.397304,-0.108898,-0.07437,-0.395756,0.017094,0,-0.143844,-0.120262,-0.10889,-0.068256,-0.123672,0.395954,-0.118616,-0.051996,-0.118828,-0.116968,0.049842,-0.090048,-0.064136,-0.051988,0.399476,-0.107826,0.406008,-0.115322,0.475746,0.027196,-0.062288,-0.109458,-0.063782,0.400864,-0.060402,-0.110602,0.408012,0.480482,0.486138,-0.05153,-0.058466,-0.108954,0.408218,-0.053296,-0.107308,0.289458,0.415246,0.038478,0.403164,0.482642,-0.054524,0.48922,-0.10566,0.397698,0.303552,-0.052674,0.443578,0.406058,0.49131,0.347048,0.49774,-0.05079,0.485656,0.414478,0.268602,0.322026,0.438816,-0.048854,0.05096,0.422954,0.479556,0.433694,0.361918,0.529116,0.488638,0.287074,0.44246,0.338916,0.451342,0.497812,0.325852,0.266312,0.3813,0.52376,0.303196,0.460338,0.50709,0.356782,0.518018,0.357498,0.345234,0.27766,0.527516,0.399194,0.320086,0.36444,0.274716,0.537168,0.324066,0.3715,0.289316,0.362304,0.54698,0.41789,0.345116,0.26872,0.418674,0.34595,0.33604,0.245016,0.314346,0.37996,0.426134,0.35301,0.333556,0.29375,0.433762,0.240936,0.348126,0.27005,0.339494,0.406324,0.32713,0.340448,0.318898,0.407264,0.30215,0.266088,0.295198,0.37449,0.41489,0.273078,0.353496,0.344166,0.297746,0.328514,0.291356,0.320466,0.40101,0.298352,0.402118,0.380016,0.324266,0.355034,0.305484,0.33169,0.406704,0.350954,0.381722,0.358378,0.365956
K9s,-0.65454,-0.742066,-0.363428,-0.366692,-0.368648,-0.307428,-0.060676,-0.454512,-0.0576,-0.253026,-0.259312,-0.435072,-0.265598,-0.201442,-0.20836,-0.413622,-0.04344,-0.422088,-0.215276,-0.401788,-0.17032,-0.383778,-0.389808,-0.171952,-0.400226,-0.377786,-0.027546,0.143844,0,-0.169522,-0.165048,-0.115974,-0.35902,0.14312,-0.16185,-0.117748,0.346698,-0.161842,0.198594,0.049842,-0.114798,-0.110194,0.411938,0.341426,0.124132,-0.160196,0.197584,-0.008164,-0.106354,0.337246,0.425652,0.255954,-0.106256,0.333228,0.384528,0.494288,0.17729,0.419768,-0.104322,0.342194,0.272726,0.4153,0.343802,0.357118,0.233472,0.001742,0.262162,0.314634,0.41102,0.464408,0.352118,0.258596,0.21099,0.420976,0.250244,0.266978,0.3324,0.434528,0.290746,0.422696,0.32131,0.267812,0.374072,0.227762,0.267224,0.431812,0.014856,0.274872,0.317682,0.257268,0.266856,0.308512,0.326836,0.369272,0.265648,0.244742,0.266484,0.327762,0.453452,0.234728,0.284622,0.326486,0.392132,0.273544,0.33539,0.261354,0.316052,0.26432,0.44805,0.255206,0.325204,0.302598,0.414634,0.265156,0.231376,0.32613,0.291188,0.272216,0.275312,0.472792,0.333758,0.320184,0.444374,0.251484,0.323572,0.446686,0.312756,0.230816,0.302736,0.49715,0.324498,0.455764,0.287648,0.278908,0.332126,0.23642,0.333938,0.258242,0.327434,0.529474,0.30883,0.328386,0.303606,0.531916,0.28727,0.25491,0.281962,0.36295,0.54181,0.264062,0.337842,0.328872,0.293462,0.316282,0.280178,0.30723,0.389,0.289336,0.390108,0.363892,0.3129,0.34129,0.290362,0.322794,0.39058,0.339588,0.367978,0.349482,0.350526
A5s,-0.733862,-0.333236,-0.334186,-0.33375,-0.339178,-0.320766,-0.318822,-0.39634,-0.31542,-0.386164,-0.368808,-0.369166,-0.351292,-0.3588,-0.340592,0.14946,-0.312456,-0.30163,-0.322172,0.14336,-0.259904,0.135738,0.205542,-0.20388,-0.269078,0.199014,-0.270698,0.120262,0.169522,0,-0.13482,-0.224782,0.190924,0.112642,0.10177,-0.164876,0.192294,0.106462,0.174672,0.226426,0.049912,-0.09046,0.146424,0.191924,0.089662,0.108622,0.16658,-0.04008,0.161082,0.19249,0.250156,0.169196,0.16642,0.448672,0.123444,0.202082,0.142354,0.24952,0.169044,0.28007,0.191932,0.25012,0.282358,0.09292,0.146216,-0.01974,0.18639,0.225814,0.534454,0.177858,0.284648,0.442042,0.116458,0.340282,0.168952,0.27397,0.249514,0.145894,0.201588,0.342964,0.243592,0.276258,0.111286,0.139194,0.186516,0.345696,0.001962,0.278548,0.527182,0.435526,0.170412,0.22529,0.333754,0.134022,0.267988,0.156756,0.270278,0.336438,0.164866,0.116158,0.194114,0.243704,0.151586,0.272566,0.33917,0.432028,0.520028,0.260486,0.188566,0.133722,0.327346,0.212528,0.413212,0.262774,0.12132,0.33003,0.169414,0.265062,0.386152,0.206982,0.332762,0.516172,0.274428,0.365862,0.319374,0.271092,0.18783,0.339652,0.25307,0.495932,0.322056,0.27338,0.174548,0.237172,0.324788,0.38409,0.46641,0.220708,0.276512,0.334246,0.4443,0.272408,0.260614,0.330908,0.415922,0.41387,0.24415,0.311502,0.33364,0.289402,0.294624,0.284058,0.462464,0.277156,0.443644,0.267592,0.33644,0.316464,0.332366,0.319564,0.494842,0.302096,0.319548,0.348126,0.344554,0.527264,0.327086,0.376828,0.380252
